EVT_85583_OPTIONA;No surprise, 'Christlichsoziale Partei' wins;
EVT_85583_OPTIONB;A major suprise, 'Liberalpartei Österreichs' Win;
EVT_85583_OPTIONC;Minor surprise,'Sozialdemokratische Arbeiterpartei Österreichs' Wins;
EVT_85583_OPTIOND;Gott im Himmel ! The 'Deutsche Partei' wins;
EVT_85548_NAME;Syndicalist revolt !;
EVT_85548_DESC;Following the crumbling of the Austro-Hungarian Empire, the activists of the forbidden Syndicalist party of AUstria have instigated a revolt in major cities against the current order. Local garrison has been sent to contain them but since there is possibility that they are already infiltrated by revolutionary elements the results of our effort are not certain....;
EVT_85548_OPTIONA;The revolt succeeds !;
EVT_85548_OPTIONB;Armed forces stays loyal. Revolution is crushed !;
EVT_85549_NAME;Syndicalism in Austria!;
EVT_85549_OPTIONA;Issue ultimatum to the syndicalist scum !;
EVT_85549_OPTIONB;War will solve this !;
EVT_85549_OPTIONC;We cannot do anything;
EVT_85550_NAME;German ultimatum;
EVT_85550_DESC;Capitalist German dogs in their mandness has decided to eleiminate our newborn syndicalist state by issuing series of demands concipated into ultimatum, which if accepted will reduce our once proud country to the state of german lap dog. What shall we do ?;
EVT_85550_OPTIONA;Ask Commune of France for help;
EVT_85550_OPTIONB;We have no choice....;
EVT_85551_NAME;Austria Submits!;
EVT_85551_DESC;Without diploamtic support, government of Austria had no other choice, but to accept all our demands. Potential threat to the security of kaiserreich has been averted thanks to our diplomacy and strength of armed forces.;
EVT_85551_OPTIONA;Excellent !;
EVT_85552_NAME;Fate of Austria !;
EVT_85552_OPTIONA;Begin unification talks with Austria !;
EVT_85552_OPTIONB;Austria must remain independent !;
EVT_85553_NAME;German Empire demands unification !;
EVT_85553_DESC;Terrible news. Radical pan-Germanic parties, centred around Alldeutscher Verband were able to convince majority members of the Reichstag, that incorporation of subdued Austrian state into the GErman Empire is necessary step of geopolitical development in the Middle Europe. Since we are occupied by the German Armies and under their protectorate, we have no option but to accept will of our overlords....;
EVT_85553_OPTIONA;We have no choice, but to accept....;
EVT_85554_NAME;Austria submits !;
EVT_85554_DESC;Weakened Austrian state was forced to accept all our economical and political demands, becoming state of the German Empire in process.;
EVT_85554_OPTIONA;Heil dir im Siegerkranz!;
EVT_85555_NAME;Austrian syndicalism endangered;
EVT_85555_DESC;Newborn Austrian syndicalist state is under of the German Empire, which is trying to eradicate this threat to the stability of their western borders. The most of Jacobins are demanding immediate action even at cost of premature war with the German Empire, while more level headed sorelians together with members of military argue, that time is not right to confront German Empire.;
EVT_85555_OPTIONA;Send ultimatum to Berlin!;
EVT_85555_OPTIONB;We cannot risk war with Germany;
EVT_85556_NAME;French ultimatum !;
EVT_85556_DESC;Commune of France has issued us ultimatum, whcih warns us that if we continue to pursue politicy aimed against existing state form of Austria, they will be obliged to come to their aid. How shall we react to this insolence ?;
EVT_85556_OPTIONA;Fall back. We don´t want war with France;
EVT_85556_OPTIONB;Ignore it !;
EVT_85557_NAME;Our ultimatum was ignored;
EVT_85557_DESC;German Empire in its arrogance not even bothered to answer to our ultimatum and is currently preparing actions on both diplomatic and military field against independent syndicalist Austria. The only way how we can protect Austria now is via declaration of war against German imperialist and its lapdogs...;
EVT_85557_OPTIONA;WAR!;
EVT_85557_OPTIONB;This is too risky.....;
EVT_85558_NAME;The German Empire backs down;
EVT_85558_DESC;German Empire, not willing to wage war against Internationale under current cirmustances, was forced to accept new geopolitical reality of Syndicalist Austria.;
EVT_85558_OPTIONA;Diplomacy Has Achieved Peace Once Again!;
EVT_85559_NAME;Foreign policy;
EVT_85559_DESC;With Austria finally free from capitalist opression we can now freely decide our stance towards internation community. While many are arguing for immediate alliance with other syndicalist nation, it might be wise enough to remain neutral to rebuild our country....;
EVT_85559_OPTIONA;We must join arms with France;
EVT_85559_OPTIONB;Isolationism, we must organize our country;
EVT_85560_NAME;Austria wants to join the Syndicalists;
EVT_85560_DESC;Government of the independent Austria has annouced recently that they want to join the Syndcialist bloc. It's not a sudden move because pro-syndicalist policy is popular in many circles including the government and army. Do we want Austrian workers and peasants joing the crusade against bloodthirsty Germans and rotten imperialist Canadian pigs ?;
EVT_85560_OPTIONA;YES!;
EVT_85560_OPTIONB;Rather not.;
EVT_85561_NAME;We join the syndicalist bloc;
EVT_85561_DESC;French and British are happy to see us joining the common case - destroying the evil imperialists. Now we are part of syndicalist bloc;
EVT_85561_OPTIONA;This time we shall win!;
EVT_85562_NAME;Future of Austria;
EVT_85562_DESC;With attempt of the deranged syndicalist to destroy our nation crushed, our temporary military government, which has taken control over broken nation to prevent revolution from happening, must now decide on the state form of the new Austria.;
EVT_85562_OPTIONA;Leave military government intact !;
EVT_85562_OPTIONB;Restore democracy;
EVT_85562_OPTIONC;Propose unification with Germany;
EVT_85563_NAME;Austria wants to join us !;
EVT_85563_DESC;Military government, which acts as the interim government of Austria has decided that in order for Austrian nation to recover from defeat in the Austro-Hungarian civil war the best course of actions would be to reunite with its German brothers...;
EVT_85563_OPTIONA;Great!;
EVT_85563_OPTIONB;No, Austria should remain independent;
EVT_85564_NAME;Republic or Monarchy ?;
EVT_85564_DESC;With order and democracy finally fully restored in Austria, some members of the national assembly, especially social democrats and liberals, raised question of finally abolishing monarchy, which brought only grief to the Austria.;
EVT_85564_OPTIONA;Republic;
EVT_85564_OPTIONB;Monarchy;
EVT_85565_NAME;Foreign policy;
EVT_85565_DESC;We have to consider what our target is in our geo-political area...;
EVT_85565_OPTIONA;We must regain all Austrian lands !;
EVT_85565_OPTIONB;We will regain our rightful Austrian lands !;
EVT_85565_OPTIONC;No revenge, peace!;
EVT_85566_NAME;Status of Bohemia;
EVT_85566_OPTIONA;It shall be kept as is;
EVT_85566_OPTIONB;A greater centralization is required !;
EVT_85567_NAME;Austria will keep our autonomy;
EVT_85567_DESC;Great news! Austria has decided to allow Bohemia to keep it’s semi-independent status. Although many are pleased, there are a few radicals advocating the complete independence of Bohemia.;
EVT_85567_OPTIONA;Excellent;
EVT_85567_OPTIONB;We want full independence;
EVT_85568_NAME;Austrian centralization;
EVT_85568_DESC;They arrogant Austrians want complete control over Bohemia! Although small part of our population supports this, majority desire either keeping status quo or a completely independent Bohemia. What shall we do ?;
EVT_85568_OPTIONA;Accept their demands...;
EVT_85568_OPTIONB;Refuse and demand full independence !;
EVT_85569_NAME;Bohemia will submit!;
EVT_85569_DESC;Seeing that centralization of Austria will greatly benefit Bohemia itself, Bohemian leadership accepted our demands !;
EVT_85569_OPTIONA;Excellent !;
EVT_85570_NAME;Bohemia demands full independece !;
EVT_85570_DESC;The government of Bohemia succumbed before demands of various nationalist groups within parliament and issued towards us demands, which if fufilled will mean full independence of Bohemia !;
EVT_85570_OPTIONA;Accept Bohemian demands;
EVT_85570_OPTIONB;We shall fight to preserve unity of our country!;
EVT_85571_NAME;The Status of Bosnia;
EVT_85571_DESC;Now that we have succesfully preserved our autonomy within Austro-Hungarian Empire, it is time to turn our attention to Bosnia, which emerged after the catastrophic 1927 Ausgleich as semi-independent part of Austria. Many members of our government demand to reverse results of 1927 Ausgleich towards more centralised Austria with Bohemia as its part with special privilegies, while other argue that it is better to keep current status of Bohemia as centralisation could mean potential conflict with Bohemia...;
EVT_85571_OPTIONA;It shall be kept as is;
EVT_85571_OPTIONB;A greater centralization is required !;
EVT_85572_NAME;Austria will keep our autonomy;
EVT_85572_DESC;Great news! Austria has decided to allow Bohemia to keep it’s semi-independent status. Although many are pleased, there are a few radicals advocating the complete independence of Bosnia.;
EVT_85572_OPTIONA;Excellent;
EVT_85572_OPTIONB;We want full independence;
EVT_85573_NAME;Austrian centralization;
EVT_85573_DESC;They arrogant Austrians want complete control over Bosnia! Although small part of our population supports this, majority desire either keeping status quo or a completely independent Bosnia. What shall we do ?;
EVT_85573_OPTIONA;Accept their demands...;
EVT_85573_OPTIONB;Refuse and demand full independence !;
EVT_85574_NAME;Bosnia will submit!;
EVT_85574_DESC;Seeing that centralization of Austria will greatly benefit Bosnia itself, the leadership of Bosnia accepted our demands !;
EVT_85574_OPTIONA;Excellent !;
EVT_85575_NAME;Bohemia demands full independece !;
EVT_85575_DESC;The government of Bosnia succumbed before demands of various nationalist groups within parliament and issued towards us demands, which if fufilled will mean full independence of Bosnia !;
EVT_85575_OPTIONA;Accept Bosniak demands;
EVT_85575_OPTIONB;We shall fight to preserve unity of our country!;
EVT_9120000_NAME;Serbs and Croats demand agrarian reform in Bosnia;
EVT_9120000_DESC;3500658desc;
EVT_9120000_OPTIONA;Start with the reform at once!;
EVT_9120000_OPTIONB;Refuse such absurd demand !;
EVT_9120001_NAME;Bosniaks elites appeals against agrarian reform;
EVT_9120001_DESC;Bosniak elites, enraged with effort of the current governor of Bosnia Georg Dragicevic to enact agrarian reform have filled an official complaint to imperial ministry of finance which de facto administers this imperial province.;
EVT_9120001_OPTIONA;Their complaints are absurd !;
EVT_9120001_OPTIONB;Such reform is detrimental to stability of Bosnia !;
EVT_9120002_NAME;Austrian ministry of finance rejected appeal of Bosniak elites;
EVT_9120002_DESC;Despite furious effort of Bosniak elites, imperial ministry of finance fearing prolonged effect of agrarian status quo in Bosnia have given us green light to carry out this reform and ignore all complaints from Bosniaks.;
EVT_9120002_OPTIONA;Great !;
EVT_9120003_NAME;Bosniak elites threatens with cessation of support;
EVT_9120003_DESC;Despite support for agrarian reform from Vienna, Bosniak elites have not ceased their campaign against this reform. They now threaten us with complete cessation of support for Austria authorities if agrarian reform is enacted.;
EVT_9120003_OPTIONA;Ignore their threats carry out the agrarian reform !;
EVT_9120003_OPTIONB;We must not upset the Muslim elite;
EVT_9120004_NAME;Austrian ministry of finance reject agrarian reform;
EVT_9120004_DESC;Despite our effort, imperial ministry of finance fearing lost of support from Bosniak elites decided to outright reject agrarian reform.;
EVT_9120004_OPTIONA;Damn it !;
EVT_9120005_NAME;A new governor for Bosnia ?;
EVT_9120005_DESC;Georg Dragicevic, current governor of Bosnia has caused a great deal of unrest among crucial Bosniak elites with his atempt to enact agrarian reform. His stay on this important position despite his capabilities may be detrimental to our plans for Bosnia. What shall we do ?;
EVT_9120005_OPTIONA;Keep current governor;
EVT_9120005_OPTIONB;Replace him !;
EVT_9120006_NAME;A new governor of Bosnia;
EVT_9120006_DESC;Georg Dragicevic, current governor of Bosnia was dismissed from his possition for his attempt to enact agrarian reform. In his place was nominated Vladimir Laxa and officials in Vienna hopes that his nomination would placate Bosniak elites and allow empire to continue with its policies in Bosnia.;
EVT_9120006_OPTIONA;A new times in Bosnia...;
EVT_9120007_NAME;Bosnians serbs are oppressed;
EVT_9120007_DESC;Serbian minority in Bosnia, enraged by ongoing economical crisis and steadfast refusal of Austrian authorities to enact agrarian reform has once more turned to homeland for protection. Various nationalist groups such as Narodna Odbrana are asking our government for support in their effort to preserve Serbian minority in Bosnia and eventually reunite with Serbia !;
EVT_9120007_OPTIONA;Offer them support;
EVT_9120007_OPTIONB;This is too risky.....;
EVT_9120008_NAME;Activisation of Serbian nationalist;
EVT_9120008_DESC;Serbian minority in Bosnia, enraged by ongoing economical crisis and our steadfast refusal to enact agrarian reform has once more turned to Serbia for protection. With help from Serbia, various nationalist organisations in Bosnia such as Narodna Odbrana intensified their activity aimed against territorial integrity of our empire !;
EVT_9120008_OPTIONA;Damn it !;
EVT_9120010_NAME;Activisation of Serbian nationalist;
EVT_9120010_OPTIONA;Demand Serbia to cease all support !;
EVT_9120010_OPTIONB;They are harmless...;
EVT_9120011_NAME;Austrian demands;
EVT_9120011_DESC;The Austro-Hungarian empire, enraged by our supposed support of various nationalist groups inside Bosnia issued a series of demands, which requests cessation of all support towards various separatist groups inside Austria-Hungary or we shall face unspecified economical and military response. How shall we react ?;
EVT_9120011_OPTIONA;Ignore their feeble threats;
EVT_9120011_OPTIONB;Accept their demands!;
EVT_9120012_NAME;Serbia accepted our demands;
EVT_9120012_DESC;Serbia accepted our demands and ceased all activity which was aimed against the territorial integrity of our empire.;
EVT_9120012_OPTIONA;Another victory for our diplomacy;
EVT_9120013_NAME;Serbia ignored our demands;
EVT_9120013_DESC;Serbia refused our reasonable demands regarding our national integrity. Many hotheads in our general staff demands immediate military action to punish Serbia. However with economical crisi and nearing Ausgleich most members of our cabinet are arguing for economical and diplomatic offensive against Serbia, which should force Serbia to abandon its futile efforts. How shall we react to this insolence?;
EVT_9120013_OPTIONA;Cease all contacts between Austria and Serbia!;
EVT_9120013_OPTIONB;Insolent brats! We will show you Austrian might!;
EVT_9120013_OPTIONC;Back down. We cannot afford conflict with Serbia;
EVT_9120014_NAME;Austria-Hungary ceases all contacts with us;
EVT_9120014_DESC;The Austro-Hungarian Empire reacted badly to our refusal, they ordered the cessation of all trade and diplomatic contacts between our state and them. Parts of our industry is already feeling the consequences of such drastic actions. Shall we continue with the support of Bosnian nationalists or cease it to try to appease Austro-Hungarian empire ?;
EVT_9120014_OPTIONA;Continue the support of Bosnian nationalists;
EVT_9120014_OPTIONB;Cease their support !;
EVT_9120015_NAME;Serbian nationalist coup!!;
EVT_9120015_DESC;Various serbian nationalist groups lead by Narodna odbrana have decided to step up their operations in order to gain control over our state. They even managed to get part of our armed forces on their side and with their help entered our capital. Fortunately large parts of our armed forces are still on our side. Will they succeed and save Bosnia ?;
EVT_9120015_OPTIONB;Putschist overthrows the government!;
EVT_9120015_OPTIONC;Armed forces defeat nationalists!;
EVT_9120016_NAME;Pro-Serbian government in Bosnia established;
EVT_9120016_DESC;The Serbian nationalist groups inside Bosnia managed to overthrown existing government and create new government which immediately offered us an grand opportunity to integrate Bosnia into Serbia. What shall we do ?;
EVT_9120016_OPTIONA;Integrate Bosnia into Serbia !;
EVT_9120016_OPTIONB;No, we must not anger our neighbors;
EVT_9120009_NAME;Positive effects of the agrarian reform;
EVT_9120009_DESC;Our decision to implement the reform has proven correct in the long term. The agrarian system is much more productive and profitable,and this reflects positivly on our entire economy.;
EVT_9120009_OPTIONA;We knew it!;
EVT_9120017_NAME;Positive effects of the agrarian reform;
EVT_9120017_DESC;Our decision to implement the reform has proven correct in the long term. The agrarian system is much more productive and profitable,and this reflects positivly on our entire economy.;
EVT_9120017_OPTIONA;We knew it!;
EVT_9120018_NAME;Positive effects of the agrarian reform;
EVT_9120018_DESC;Our decision to implement the reform has proven correct in the long term. The agrarian system is much more productive and profitable,and this reflects positivly on our entire economy.;
EVT_9120018_OPTIONA;We knew it!;
EVT_9120019_NAME;Positive effects of the agrarian reform;
EVT_9120019_DESC;Our decision to implement the reform has proven correct in the long term. The agrarian system is much more productive and profitable,and this reflects positivly on our entire economy.;
EVT_9120019_OPTIONA;We knew it!;
EVT_9120020_NAME;Positive effects of the agrarian reform;
EVT_9120020_DESC;Our decision to implement the reform has proven correct in the long term. The agrarian system is much more productive and profitable,and this reflects positivly on our entire economy.;
EVT_9120020_OPTIONA;We knew it!;
EVT_9120021_NAME;Positive effects of the agrarian reform;
EVT_9120021_DESC;Our decision to implement the reform has proven correct in the long term. The agrarian system is much more productive and profitable,and this reflects positivly on our entire economy.;
EVT_9120021_OPTIONA;We knew it!;
EVT_9120022_NAME;The agrarian reform in Bosnia;
EVT_9120022_DESC;3500657desc;
EVT_9120022_OPTIONA;Start with the reform at once!;
EVT_9120022_OPTIONB;We must not upset the Muslim elite.;
EVT_9120023_NAME;The agrarian reform in Bosnia;
EVT_9120023_DESC;3500657desc;
EVT_9120023_OPTIONA;Start with the reform at once!;
EVT_9120023_OPTIONB;We must not upset the Muslim elite.;
EVT_9120024_NAME;The agrarian reform in Bosnia;
EVT_9120024_DESC;3500659desc;
EVT_9120024_OPTIONA;Start with the reform at once!;
EVT_9120024_OPTIONB;We must not upset the Muslim elite.;
EVT_9120025_NAME;The agrarian reform in Bosnia;
EVT_9120025_DESC;3500659desc;
EVT_9120025_OPTIONA;Start with the reform at once!;
EVT_9120025_OPTIONB;We must not upset the Muslim elite.;
EVT_9120026_NAME;The agrarian reform in Bosnia;
EVT_9120026_DESC;3500659desc;
EVT_9120026_OPTIONA;Start with the reform at once!;
EVT_9120026_OPTIONB;We must not upset the Muslim elite.;
EVT_9985000_NAME;The Cretan question;
EVT_9985000_DESC;With our economy shrunk after Black Monday, our Colonial Empire has been under fairly harsh scrutiny. The main territory that has been under examination is Crete. Crete is larger and harder to defend then Malta, and the upkeep is higher as well. To help with our deficit it has been proposed that we essentially sell the island to either the Ottomans or the Greeks. What shall we do?;
EVT_9985000_OPTIONA;Keep Crete under our influence;
EVT_9985000_OPTIONB;Offer Crete to the Ottomans;
EVT_9985000_OPTIONC;Offer Crete to the Greeks;
EVT_9985001_NAME;The sale of Crete;
EVT_9985001_DESC;The Germans have come offering the sale of Crete. While it would obviously cost us a sizeable amount of money, having the island once more would greatly strengthen our posistion in the Mediterranean. What shall our reply be?;
EVT_9985001_OPTIONA;Welcome home Crete!;
EVT_9985001_OPTIONB;We do not need that rock;
EVT_9985002_NAME;The sale of Crete;
EVT_9985002_DESC;The Ottoman ambassador has sent a message to us declaring that the Sultan has agreed to buy Crete. We have begun to transfer control of the Cretan State to them.;
EVT_9985002_OPTIONA;Great;
EVT_9985003_NAME;The Cretan State;
EVT_9985003_DESC;With the transaction finalised with the Germans, the status of the Cretan state has come to the forefront of our agenda. Because the Cretan State was originally created because of our weak grasp on the island, the majority of the ministers are pushing to just shuffling the government in Crete. However a few hawkish men are calling for direct annexation. What shall we do?;
EVT_9985003_OPTIONA;Install a new Cretan government;
EVT_9985003_OPTIONB;End its autonomy!;
EVT_9985004_NAME;The new government of Crete;
EVT_9985004_DESC;Our new protectors, the Ottomans, have decided to reshuffle our government, with Mustafa Ertugru becoming the new High Commissioner.;
EVT_9985004_OPTIONA;Okay;
EVT_9985005_NAME;The Ottomans don't want Crete;
EVT_9985005_DESC;The Ottomans have replied to our offer, flatly stating that they do not want Crete. If we are to rid ourselves of the island, the only nation that could take it now is Greece. Shall we contact them?;
EVT_9985005_OPTIONA;Keep Crete under our influence then;
EVT_9985005_OPTIONB;Offer it to Greece;
EVT_9985006_NAME;The sale of Crete;
EVT_9985006_DESC;The Germans have come offering the sale of Crete. While it would obviously cost us a sizeable amount of money, having the island once more would greatly strengthen our posistion in the Mediterranean. What shall our reply be?;
EVT_9985006_OPTIONA;Welcome home Crete!;
EVT_9985006_OPTIONB;We do not need that rock;
EVT_9885007_NAME;The Greeks also reject the offer!;
EVT_9885007_DESC;The government of Greece has refused our offer of Crete. It is clear that for the time being we must hold onto Crete.;
EVT_9885007_OPTIONA;Oh well;
EVT_9985008_NAME;The sale of Crete;
EVT_9985008_DESC;The Germans have come offering the sale of Crete. While it would obviously cost us a sizeable amount of money, having the island once more would greatly strengthen our posistion in the Mediterrian. What shall our reply be?;
EVT_9985008_OPTIONA;Welcome home Crete!;
EVT_9985008_OPTIONB;We do not need that rock;
EVT_9985009_NAME;The sale of Crete;
EVT_9985009_DESC;The Greek ambassador has sent a message to us declaring that the Greek King has agreed to buy Crete. We have begun to transfer control of the Cretan State to them.;
EVT_9985009_OPTIONA;Great;
EVT_9985010_NAME;The Cretan State;
EVT_9985010_DESC;With the transaction finalised with the Germans, the status of the Cretan state has come to the forefront of our agenda. Because Crete was ours before we lost the Weltkrieg, the majority of the ministers are pushing to annex the Cretan state. However a few men are calling for only the indirect subordination of Crete. What shall we do?;
EVT_9985010_OPTIONA;Install a new Cretan government;
EVT_9985010_OPTIONB;Hurrah for the second Enosis!;
EVT_9985011_NAME;The new government of Crete;
EVT_9985011_DESC;Our new protectors, the Greeks, have decided to reshuffle our government, with Prince George becoming the new High Commissioner.;
EVT_9985011_OPTIONA;Okay;
EVT_9985012_NAME;The Greeks don't want Crete;
EVT_9985012_DESC;The Greeks have replied to our offer, flatly stating that they do not want Crete. If we are to rid ourselves of the island, the only nation that could take it now is the Ottoman Empire. Shall we contact them?;
EVT_9985012_OPTIONA;Keep Crete under our influence then;
EVT_9985012_OPTIONB;Offer it to the Ottoman Empire;
EVT_9885013_NAME;The sale of Crete;
EVT_9885013_DESC;The Germans have come offering the sale of Crete. While it would obviously cost us a sizeable amount of money, having the island once more would greatly strengthen our posistion in the Mediterranean. What shall our reply be?;
EVT_9885013_OPTIONA;Welcome home Crete!;
EVT_9885013_OPTIONB;We do not need that rock;
EVT_9885014_NAME;The Ottomans also reject the offer!;
EVT_9885014_DESC;The government of the Ottoman Empire has refused our offer of Crete. It is clear that for the time being we must hold onto Crete.;
EVT_9885014_OPTIONA;Oh well;
EVT_9885015_NAME;The Second Weltkrieg!;
EVT_9885015_DESC;The Germans and French are once more at war! While we have duly joined the war against the Syndicalists, the 'Enosis' brotherhood have been gathering strength...;
EVT_9885015_OPTIONA;Good riddance!;
EVT_9885015_OPTIONB;The Enosis brotherhood coups the government!;
EVT_9885016_NAME;Crete is Greek once more!;
EVT_9885016_DESC;With the Germans embroiled in their war with the Syndicalists, our brothers in Crete took the chance to rise against the Germans!;
EVT_9885016_OPTIONA;Hurrah for the second Enosis!;
EVT_9885030_OPTIONA;OK;
EVT_966642_NAME;Reichsrat elections;
EVT_966642_DESC;Today the people of Danubian Federation will elect their representative to the Reichsrat ! Danubian Federation is mostly Catholic state. The most popular patries is social conservative 'Christlichsoziale Partei'. Minor parties are liberal, 'Liberalpartei Donau' and 'Sozialdemokratische Arbeiterpartei'.;
EVT_966642_OPTIONA;No surprise, 'Christlichsoziale Partei' wins;
EVT_966642_OPTIONB;Minor suprise, 'Liberalpartei Donau' Win;
EVT_966642_OPTIONC;A major surprise,'Sozialdemokratische Arbeiterpartei' Wins;
EVT_966643_NAME;New Ministerpräsident;
EVT_966643_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966643_OPTIONA;Ludwig Huegerth is our new Ministerpräsident;
EVT_966643_OPTIONB;O. Löwenfels-Aarengau is better choice;
EVT_966644_NAME;New Ministerpräsident;
EVT_966644_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966644_OPTIONA;The people want the liberals, the people will get the liberals;
EVT_966644_OPTIONB;Country needs stability, Jakub Bojko will be next Ministerpräsident;
EVT_966645_NAME;New Ministerpräsident;
EVT_966645_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966645_OPTIONA;Karl Renner will become the Ministerpräsident;
EVT_966645_OPTIONB;Appoint Ministerpräsident from 'Christlichsoziale Partei';
EVT_966646_NAME;Reichsrat elections;
EVT_966646_DESC;Today the people of Danubian Federation will elect their representative to the Reichsrat ! Danubian Federation is mostly Catholic state. The most popular patries is social conservative 'Christlichsoziale Partei'. Minor parties are liberal, 'Liberalpartei Donau' and 'Sozialdemokratische Arbeiterpartei'.;
EVT_966646_OPTIONA;No surprise, 'Christlichsoziale Partei' wins;
EVT_966646_OPTIONB;A major suprise, 'Liberalpartei Donau' Win;
EVT_966646_OPTIONC;Minor surprise,'Sozialdemokratische Arbeiterpartei' Wins;
EVT_966647_NAME;New Ministerpräsident;
EVT_966647_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966647_OPTIONA;Ludwig Huegerth is our new Ministerpräsident;
EVT_966647_OPTIONB;O. Löwenfels-Aarengau is better choice;
EVT_966648_NAME;New Ministerpräsident;
EVT_966648_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966648_OPTIONA;The people want the liberals, the people will get the liberals;
EVT_966648_OPTIONB;Country needs stability, Jakub Bojko will be next Ministerpräsident;
EVT_966649_NAME;New Ministerpräsident;
EVT_966649_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966649_OPTIONA;Karl Renner will become the Ministerpräsident;
EVT_966649_OPTIONB;Appoint Ministerpräsident from 'Christlichsoziale Partei';
EVT_966650_NAME;Reichsrat elections;
EVT_966650_DESC;Today the people of Danubian Federation will elect their representative to the Reichsrat ! Danubian Federation is mostly Catholic state. The most popular patries is social conservative 'Christlichsoziale Partei'. Minor parties are liberal, 'Liberalpartei Donau' and 'Sozialdemokratische Arbeiterpartei'.;
EVT_966650_OPTIONA;No surprise, 'Christlichsoziale Partei' wins;
EVT_966650_OPTIONB;A major suprise, 'Liberalpartei Donau' Win;
EVT_966650_OPTIONC;Minor surprise,'Sozialdemokratische Arbeiterpartei' Wins;
EVT_966651_NAME;New Ministerpräsident;
EVT_966651_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966651_OPTIONA;Bedrich Homola is our new Ministerpräsident;
EVT_966651_OPTIONB;O. Löwenfels-Aarengau is better choice;
EVT_966652_NAME;New Ministerpräsident;
EVT_966652_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966652_OPTIONA;The people want the liberals, the people will get the liberals;
EVT_966652_OPTIONB;Country needs stability, Jakub Bojko will be next Ministerpräsident;
EVT_966653_NAME;New Ministerpräsident;
EVT_966653_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966653_OPTIONA;Alexander Dubcek will become the Ministerpräsident;
EVT_966653_OPTIONB;Appoint Ministerpräsident from 'Christlichsoziale Partei';
EVT_966654_NAME;Reichsrat elections;
EVT_966654_DESC;Today the people of Danubian Federation will elect their representative to the Reichsrat ! Danubian Federation is mostly Catholic state. The most popular patries is social conservative 'Christlichsoziale Partei'. Minor parties are liberal, 'Liberalpartei Donau' and 'Sozialdemokratische Arbeiterpartei'.;
EVT_966654_OPTIONA;No surprise, 'Christlichsoziale Partei' wins;
EVT_966654_OPTIONB;A major suprise, 'Liberalpartei Donau' Win;
EVT_966654_OPTIONC;Minor surprise,'Sozialdemokratische Arbeiterpartei' Wins;
EVT_966655_NAME;New Ministerpräsident;
EVT_966655_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966655_OPTIONA;Bedrich Homola is our new Ministerpräsident;
EVT_966655_OPTIONB;O. Löwenfels-Aarengau is better choice;
EVT_966656_NAME;New Ministerpräsident;
EVT_966656_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966656_OPTIONA;The people want the liberals, the people will get the liberals;
EVT_966656_OPTIONB;Country needs stability, Jakub Bojko will be next Ministerpräsident;
EVT_966657_NAME;New Ministerpräsident;
EVT_966657_DESC;Austrian Kaiser after elections must choose new Ministerpräsident (Minister-President).;
EVT_966657_OPTIONA;Alexander Dubcek will become the Ministerpräsident;
EVT_966657_OPTIONB;Appoint Ministerpräsident from 'Christlichsoziale Partei';
EVT_966658_NAME;Coalition with Socialist ?;
EVT_966658_DESC;After victory of the social democrat in last election some radical members suggest to form coalition with Socialist party to gain constitutional majority in Reichsrat in order to approve all important economical and political reforms. However, such move will be perceived as a threat of syndicalization of our monarchy and might bring us a few problems..;
EVT_966658_OPTIONA;Invite Socialist into coalition !;
EVT_966658_OPTIONB;Never !;
EVT_966659_NAME;Left-wing Coalition decide it's policy;
EVT_966659_DESC;Coalition of Social Democrats and Syndicalist is now ready to apply its political and economical visions into practice. Majority of social-democrats wanted to focus on creation of stable economy, while minority of them together with Socialist want to apply radical reforms along socialist lines.;
EVT_966659_OPTIONA;Let us radically reform the economy along Syndicalist lines!;
EVT_966659_OPTIONB;Let us build a People's Home for all nations !;
EVT_966660_NAME;The Policy of the Social-Democrats;
EVT_966660_DESC;After their victory, the Social-Democrats remained divided. The largest faction wanted to create a system of government-sponsored welfare-programs to gradually eliminate class-warfare and through democratic control create the socialist society. A  smaller group, espoused no radical changes.;
EVT_966660_OPTIONA;Let us build a People's Home for all nations!;
EVT_966660_OPTIONB;Stay the Course, Lets not Rock the Boat;
EVT_966661_NAME;The Liberals Decide upon their Policy;
